freight_value,payment_value,payment_installments,product_weight_g,delivery_days,price,review_score
38.42,163.32,6,2600.0,35.0,124.9,1
21.17,96.17,8,2550.0,5.0,75.0,5
7.78,56.78,1,250.0,3.0,49.0,5
15.73,154.73,3,5417.0,7.0,139.0,5
14.1,44.09,1,400.0,5.0,29.99,5
23.99,183.89,1,10800.0,12.0,159.9,4
11.62,96.62,1,1300.0,6.0,85.0,5
17.65,147.64,1,1600.0,13.0,129.99,3
19.95,130.27,2,150.0,7.0,110.32,5
27.38,147.28,3,304.0,45.0,119.9,1
11.26,46.16,1,2250.0,12.0,34.9,3
7.78,22.38,1,200.0,6.0,14.6,5
17.88,107.78,2,1383.0,16.0,89.9,5
14.23,696.15,1,500.0,7.0,125.0,1
16.42,236.41,6,350.0,5.0,219.99,4
44.99,119.89,1,10893.0,9.0,74.9,5
34.07,587.94,1,11600.0,6.0,259.9,4
15.28,0.58,1,300.0,13.0,75.0,5
15.28,89.7,1,300.0,13.0,75.0,5
11.91,139.41,1,1400.0,1.0,127.5,5
27.08,360.4,1,9050.0,33.0,45.0,1
27.69,147.59,3,800.0,7.0,119.9,5
16.53,126.33,1,1100.0,11.0,109.8,3
13.54,87.44,4,1200.0,10.0,73.9,5
66.87,665.87,8,7600.0,17.0,599.0,5
16.79,36.69,1,50.0,9.0,19.9,5
7.39,27.29,1,575.0,4.0,19.9,3
10.96,18.76,1,400.0,9.0,7.8,4
15.04,220.04,10,3300.0,5.0,205.0,5
16.18,76.08,7,600.0,13.0,59.9,3
13.28,133.28,10,1300.0,9.0,120.0,3
16.79,62.74,1,350.0,20.0,45.95,5
36.29,455.29,2,6150.0,10.0,419.0,4
15.11,86.02,2,800.0,12.0,27.9,5
53.46,243.36,8,900.0,16.0,189.9,5
8.88,22.78,2,1450.0,13.0,13.9,5
13.44,220.02,1,1750.0,4.0,59.9,3
23.35,133.25,10,5350.0,15.0,109.9,5
12.96,55.96,1,150.0,10.0,43.0,5
15.1,48.6,1,450.0,13.0,33.5,1
15.13,70.12,1,250.0,16.0,54.99,5
14.1,64.09,1,100.0,4.0,49.99,5
15.81,165.71,5,925.0,10.0,149.9,5
12.14,162.04,1,1700.0,3.0,149.9,5
16.79,46.69,1,200.0,24.0,29.9,5
34.87,47.81,3,9675.0,25.0,112.94,4
34.87,100.0,1,9675.0,25.0,112.94,4
14.1,59.1,3,600.0,11.0,45.0,5
14.18,307.68,1,571.0,13.0,293.5,4
8.47,53.37,1,400.0,8.0,44.9,3
12.14,162.04,1,1700.0,3.0,149.9,5
13.44,73.34,3,800.0,5.0,59.9,3
27.48,227.38,8,4200.0,12.0,199.9,3
21.56,129.46,2,400.0,19.0,107.9,5
23.51,158.97,3,50.0,4.0,8.99,1
0.78,158.97,3,300.0,4.0,22.9,1
7.84,158.97,3,300.0,4.0,29.95,1
17.0,96.9,3,100.0,11.0,79.9,4
33.72,172.81,1,1750.0,23.0,59.0,1
42.14,172.81,1,500.0,23.0,37.95,1
12.47,122.37,1,6050.0,1.0,109.9,5
10.96,34.86,3,600.0,5.0,23.9,5
14.1,54.0,2,300.0,16.0,39.9,5
12.69,42.68,2,500.0,11.0,29.99,3
22.15,722.05,1,6250.0,29.0,699.9,5
19.59,108.77,1,750.0,10.0,89.18,4
19.58,75.68,3,950.0,8.0,56.1,5
14.1,36.09,3,150.0,21.0,21.99,5
15.26,38.16,3,450.0,5.0,22.9,5
15.37,104.37,5,950.0,6.0,89.0,5
15.1,54.09,1,367.0,15.0,38.99,4
16.64,71.64,1,9225.0,18.0,55.0,5
13.57,92.57,1,6900.0,4.0,79.0,5
13.08,48.08,1,1867.0,6.0,35.0,3
12.79,26.79,1,217.0,6.0,14.0,4
13.23,60.13,1,500.0,5.0,46.9,5
65.1,295.0,10,13350.0,28.0,229.9,4
13.42,122.42,10,314.0,6.0,109.0,5
23.63,173.53,10,1700.0,37.0,149.9,1
16.83,235.83,1,5650.0,5.0,219.0,5
15.1,53.0,1,200.0,5.0,37.9,5
13.51,83.41,2,1350.0,12.0,69.9,5
18.59,88.49,4,281.0,5.0,69.9,1
26.11,226.14,10,10075.0,21.0,86.96,5
9.34,79.24,1,750.0,5.0,69.9,5
15.15,72.14,1,400.0,12.0,56.99,1
12.71,65.71,2,650.0,7.0,53.0,5
13.78,73.68,7,600.0,10.0,59.9,5
8.79,98.69,1,500.0,3.0,89.9,1
11.73,76.63,6,900.0,1.0,64.9,5
10.96,37.86,1,114.0,4.0,26.9,5
15.13,163.13,1,1200.0,9.0,148.0,5
17.88,107.78,4,1200.0,12.0,89.9,5
17.78,36.77,1,525.0,13.0,18.99,4
0.0,69.9,1,2600.0,22.0,69.9,5
16.21,126.11,4,525.0,36.0,109.9,1
16.19,78.09,1,156.0,24.0,61.9,3
17.78,36.77,1,75.0,11.0,18.99,2
19.22,179.22,2,350.0,10.0,160.0,5
35.06,278.06,10,7100.0,18.0,243.0,1
18.24,37.54,1,450.0,13.0,19.3,5
9.26,163.52,1,1013.0,2.0,72.5,5
10.96,48.95,1,150.0,7.0,37.99,4
7.71,33.22,1,250.0,7.0,8.9,4
36.75,163.5,10,11150.0,12.0,45.0,5
14.42,110.42,5,400.0,20.0,96.0,5
23.24,118.23,2,1900.0,20.0,94.99,5
12.49,64.39,6,100.0,6.0,51.9,5
8.72,38.72,1,550.0,4.0,30.0,5
17.63,55.63,1,250.0,75.0,38.0,1
23.98,223.97,2,950.0,5.0,199.99,5
21.9,479.7,1,4867.0,8.0,138.0,4
0.0,110.0,5,584.0,20.0,110.0,4
13.47,63.37,1,473.0,9.0,49.9,5
14.1,54.0,1,200.0,13.0,39.9,5
13.51,343.5,1,838.0,11.0,329.99,4
15.21,314.21,3,150.0,4.0,299.0,5
15.34,100.34,8,1700.0,15.0,85.0,5
14.1,42.1,1,350.0,39.0,28.0,1
11.73,124.12,2,1300.0,11.0,19.3,5
11.73,124.12,2,1700.0,11.0,19.3,5
21.15,116.13,1,1450.0,20.0,94.98,4
74.78,224.77,3,12050.0,27.0,149.99,4
18.57,262.86,10,2400.0,27.0,153.0,1
14.29,262.86,10,2200.0,27.0,77.0,1
18.7,136.4,6,550.0,8.0,117.7,5
17.41,347.31,1,250.0,7.0,329.9,5
14.61,137.6,1,400.0,8.0,122.99,5
19.6,70.6,1,1700.0,14.0,51.0,5
29.21,89.11,1,11200.0,11.0,59.9,4
7.78,21.43,2,200.0,3.0,13.65,4
16.88,176.78,3,567.0,18.0,159.9,3
12.62,111.92,5,500.0,2.0,69.99,3
9.41,111.92,5,400.0,2.0,19.9,3
34.38,154.38,1,16550.0,6.0,120.0,3
17.92,112.92,1,1600.0,8.0,95.0,5
28.18,828.08,10,2400.0,7.0,799.9,5
3.14,259.98,3,100.0,4.0,149.65,5
39.29,259.98,3,900.0,4.0,67.9,5
16.19,264.07,5,594.0,6.0,247.88,5
12.65,87.55,1,180.0,11.0,74.9,5
10.96,339.86,6,3763.0,13.0,328.9,5
16.26,106.16,5,1383.0,19.0,89.9,5
16.05,136.04,2,1500.0,10.0,119.99,4
16.82,98.82,1,850.0,9.0,82.0,5
1.39,119.24,3,300.0,4.0,49.0,5
13.85,119.24,3,250.0,4.0,55.0,5
42.03,192.03,3,4000.0,18.0,150.0,5
62.26,442.52,1,12000.0,7.0,228.0,4
62.26,442.52,1,5700.0,7.0,90.0,4
11.85,36.75,2,400.0,8.0,24.9,3
9.34,29.24,1,800.0,3.0,19.9,4
39.48,438.48,6,125.0,15.0,399.0,5
17.16,147.16,9,5650.0,11.0,130.0,5
14.5,124.5,1,1200.0,7.0,110.0,5
20.34,315.24,10,795.0,8.0,294.9,1
9.94,49.84,4,700.0,4.0,39.9,5
26.51,56.5,1,2900.0,14.0,29.99,3
19.15,1008.3,10,650.0,57.0,485.0,1
15.52,125.52,4,9050.0,6.0,110.0,5
32.5,132.4,2,2500.0,12.0,99.9,5
15.1,40.0,1,200.0,24.0,24.9,4
3.37,186.76,2,575.0,5.0,31.19,4
3.38,186.76,2,2525.0,5.0,35.99,4
3.37,186.76,2,50.0,5.0,14.9,4
3.37,186.76,2,650.0,5.0,31.9,4
6.74,186.76,2,450.0,5.0,22.9,4
18.06,133.06,1,1250.0,27.0,115.0,4
25.27,195.17,10,8600.0,5.0,169.9,4
23.5,73.49,1,600.0,12.0,49.99,4
18.2,153.2,5,1850.0,14.0,135.0,5
15.72,75.71,1,5600.0,18.0,59.99,1
22.9,48.79,1,250.0,10.0,25.89,5
38.94,133.89,1,650.0,15.0,94.95,5
15.84,651.84,8,638.0,7.0,636.0,3
18.26,72.25,7,200.0,9.0,53.99,4
14.1,36.0,1,200.0,16.0,21.9,4
34.79,124.69,1,16100.0,6.0,89.9,5
19.19,91.19,1,400.0,4.0,72.0,5
51.18,148.18,10,150.0,11.0,97.0,5
18.33,82.32,1,8450.0,28.0,63.99,2
14.17,125.16,2,1700.0,5.0,110.99,2
30.28,98.28,2,7500.0,6.0,68.0,4
8.29,49.09,2,600.0,3.0,40.8,4
28.8,85.79,1,1250.0,26.0,56.99,1
15.1,35.09,3,150.0,12.0,19.99,5
15.1,41.43,1,163.0,11.0,26.33,5
25.6,93.59,1,4900.0,27.0,67.99,5
9.02,132.49,6,500.0,4.0,123.47,4
17.85,161.84,4,800.0,22.0,143.99,3
16.79,35.69,1,150.0,10.0,18.9,5
55.1,175.1,1,3500.0,15.0,120.0,4
7.39,13.39,1,50.0,3.0,6.0,4
18.23,88.26,1,300.0,22.0,25.9,5
9.51,108.51,2,450.0,0.0,99.0,4
15.1,47.74,1,1500.0,8.0,32.64,5
29.9,99.8,1,2600.0,26.0,69.9,2
19.46,89.36,1,600.0,13.0,69.9,1
18.23,46.93,2,200.0,19.0,28.7,4
15.29,155.29,2,1125.0,8.0,140.0,4
16.11,54.1,4,500.0,8.0,37.99,1
20.0,319.99,5,1582.0,13.0,299.99,5
15.23,60.22,1,550.0,15.0,44.99,4
15.38,105.37,1,2750.0,4.0,89.99,5
17.66,76.65,7,200.0,11.0,58.99,5
34.15,79.15,3,150.0,18.0,45.0,3
13.08,88.08,3,5000.0,5.0,75.0,4
14.73,74.63,1,625.0,12.0,59.9,5
16.79,46.78,1,350.0,23.0,29.99,1
56.89,424.0,5,18800.0,13.0,798.0,5
56.89,430.89,6,18800.0,13.0,798.0,5
17.06,67.05,1,350.0,27.0,49.99,5
12.09,112.08,2,1200.0,24.0,99.99,1
38.76,211.26,1,2000.0,54.0,172.5,1
36.74,166.7,7,7400.0,19.0,129.96,5
28.14,137.04,2,6900.0,30.0,108.9,1
20.18,140.08,2,4350.0,5.0,119.9,1
7.78,22.77,1,200.0,2.0,14.99,5
14.1,60.09,1,313.0,19.0,45.99,5
14.64,164.63,8,2100.0,5.0,149.99,4
22.87,102.85,6,7463.0,30.0,79.98,3
13.21,246.42,10,1938.0,3.0,110.0,5
12.2,112.1,1,1050.0,9.0,99.9,1
15.7,85.6,1,950.0,10.0,69.9,5
15.14,235.13,10,2900.0,9.0,219.99,5
15.1,43.0,1,350.0,30.0,27.9,4
12.75,162.65,8,1800.0,6.0,149.9,5
17.88,215.56,3,1300.0,9.0,89.9,5
17.88,215.56,3,1650.0,9.0,89.9,5
22.95,112.94,5,250.0,36.0,89.99,1
26.42,225.42,5,150.0,11.0,199.0,5
18.44,58.43,1,417.0,12.0,39.99,5
8.72,27.71,2,150.0,3.0,18.99,5
35.83,415.83,5,15950.0,7.0,380.0,4
63.11,186.1,10,700.0,20.0,122.99,5
34.71,164.71,1,2000.0,17.0,130.0,5
15.38,104.87,3,207.0,32.0,89.49,3
12.19,222.38,3,461.0,8.0,99.0,5
25.0,144.99,2,6550.0,4.0,119.99,5
26.43,125.43,10,1900.0,39.0,99.0,1
7.78,43.54,1,50.0,5.0,13.99,5
18.3,47.3,4,100.0,8.0,29.0,5
15.1,28.08,1,275.0,20.0,12.98,5
13.08,51.07,1,600.0,16.0,37.99,3
27.1,117.0,2,1800.0,14.0,89.9,5
18.78,50.0,1,1150.0,9.0,295.0,5
18.78,250.0,1,1150.0,9.0,295.0,5
18.78,13.78,1,1150.0,9.0,295.0,5
93.05,1692.05,5,24450.0,40.0,1599.0,1
16.76,98.11,3,700.0,6.0,81.35,5
17.63,30.53,1,175.0,12.0,12.9,5
27.25,84.24,1,350.0,12.0,56.99,4
15.44,95.34,1,150.0,17.0,79.9,5
19.43,707.68,10,1350.0,22.0,169.99,1
19.43,50.0,1,1350.0,22.0,169.99,1
34.39,124.29,4,4450.0,10.0,89.9,5
14.52,44.42,1,200.0,15.0,29.9,5
16.05,66.05,1,250.0,7.0,50.0,5
27.59,177.58,6,500.0,24.0,149.99,4
29.7,139.69,4,3775.0,13.0,109.99,5
12.05,91.05,1,200.0,11.0,79.0,3
18.41,94.31,2,750.0,17.0,75.9,1
58.69,355.38,2,6550.0,4.0,119.0,3
8.72,43.22,1,518.0,16.0,34.5,4
11.86,56.76,2,1150.0,5.0,44.9,5
18.52,133.46,1,7513.0,14.0,114.94,5
25.59,413.59,1,11100.0,14.0,388.0,5
16.38,123.38,4,3100.0,6.0,107.0,4
58.91,378.91,1,13450.0,6.0,320.0,4
29.81,139.81,3,3450.0,7.0,110.0,5
24.54,223.54,1,700.0,10.0,199.0,5
15.68,148.58,1,300.0,8.0,132.9,5
15.8,115.79,2,450.0,7.0,99.99,1
10.96,25.46,2,500.0,7.0,14.5,3
18.08,57.98,5,1100.0,4.0,39.9,3
16.36,41.26,2,200.0,7.0,24.9,3
16.05,101.9,10,550.0,7.0,34.9,4
16.05,101.9,10,550.0,7.0,34.9,1
10.96,35.86,1,400.0,21.0,24.9,5
17.06,49.76,1,3520.0,8.0,32.7,5
9.01,258.5,2,267.0,1.0,249.49,5
18.61,246.64,5,1100.0,13.0,104.71,1
18.61,246.64,5,5600.0,13.0,104.71,1
17.09,206.99,2,1000.0,14.0,189.9,5
15.1,27.6,1,350.0,24.0,12.5,3
15.1,27.75,1,400.0,33.0,14.39,2
15.1,1.74,1,400.0,33.0,14.39,2
14.27,71.27,1,1800.0,13.0,57.0,5
19.68,247.68,4,11350.0,10.0,228.0,5
19.94,158.94,1,750.0,6.0,139.0,5
17.17,157.16,5,750.0,7.0,139.99,5
96.61,695.61,8,10900.0,13.0,599.0,3
10.96,22.46,1,100.0,9.0,11.5,5
15.38,105.28,5,588.0,8.0,89.9,4
9.34,54.33,1,550.0,9.0,44.99,5
13.43,123.33,2,800.0,5.0,109.9,3
67.01,157.91,1,8950.0,23.0,90.9,5
12.69,59.68,1,700.0,6.0,46.99,5
12.43,147.33,2,1550.0,2.0,134.9,4
8.72,41.72,3,400.0,4.0,33.0,5
13.64,102.64,8,1500.0,7.0,89.0,5
14.55,81.55,1,700.0,6.0,67.0,5
37.14,102.13,3,350.0,33.0,64.99,4
20.14,149.14,2,6550.0,24.0,129.0,4
38.14,123.04,1,1250.0,40.0,84.9,2
18.99,110.98,1,375.0,6.0,91.99,5
9.59,129.49,1,975.0,4.0,119.9,4
12.07,220.97,4,400.0,4.0,208.9,4
54.59,173.59,1,6550.0,33.0,119.0,1
15.69,130.69,1,375.0,13.0,115.0,4
14.3,169.3,3,150.0,2.0,155.0,5
16.21,81.11,4,1300.0,21.0,64.9,3
16.84,315.84,6,300.0,23.0,299.0,5
13.4,68.3,1,1700.0,4.0,54.9,5
7.78,24.28,1,350.0,10.0,16.5,5
20.36,78.68,1,1300.0,6.0,58.32,4
18.53,317.53,5,200.0,12.0,299.0,4
35.0,154.9,1,18600.0,7.0,119.9,5
18.23,38.13,1,150.0,31.0,19.9,5
15.88,127.89,1,200.0,7.0,112.01,4
12.91,48.91,1,500.0,7.0,36.0,5
11.85,4.35,1,150.0,7.0,12.5,5
11.85,20.0,1,150.0,7.0,12.5,5
16.05,50.95,1,800.0,15.0,34.9,5
17.95,117.94,1,4475.0,8.0,99.99,4
15.1,61.05,1,350.0,18.0,45.95,4
9.45,109.35,2,650.0,1.0,99.9,5
15.11,43.11,1,500.0,17.0,28.0,5
18.93,137.83,1,500.0,6.0,118.9,5
30.12,1075.12,10,1450.0,4.0,1045.0,5
0.0,69.9,3,2600.0,7.0,69.9,5
2.34,257.34,2,625.0,4.0,62.0,5
14.52,38.42,1,553.0,17.0,23.9,5
17.39,376.39,5,438.0,13.0,359.0,5
12.79,62.69,5,150.0,14.0,49.9,5
15.3,91.79,1,525.0,12.0,76.49,4
7.78,31.77,1,100.0,6.0,23.99,5
15.64,92.64,3,250.0,4.0,77.0,2
15.79,45.69,3,75.0,7.0,29.9,4
63.13,222.13,4,2050.0,10.0,159.0,5
18.02,177.02,5,2600.0,29.0,159.0,1
14.52,64.42,1,4200.0,11.0,49.9,5
15.24,85.14,1,283.0,11.0,69.9,5
16.79,36.69,3,100.0,10.0,19.9,4
9.9,258.9,10,450.0,2.0,249.0,1
20.05,100.04,5,2500.0,9.0,79.99,5
8.57,67.57,1,450.0,1.0,59.0,5
16.71,82.7,1,700.0,9.0,65.99,5
13.51,69.41,1,300.0,5.0,55.9,5
18.85,128.85,3,3500.0,5.0,110.0,5
56.68,706.19,6,450.0,18.0,649.51,5
15.1,65.1,1,600.0,4.0,50.0,5
26.61,133.02,1,3800.0,21.0,39.9,5
8.72,58.62,1,200.0,3.0,49.9,4
60.57,399.25,1,5650.0,8.0,249.9,4
29.88,399.25,1,7000.0,8.0,58.9,4
11.42,51.42,2,1350.0,9.0,40.0,4
35.93,415.93,1,8656.0,19.0,380.0,5
14.45,218.45,10,342.0,35.0,204.0,1
42.38,74.28,2,200.0,14.0,31.9,5
15.23,40.23,2,250.0,11.0,25.0,1
16.95,46.85,1,250.0,5.0,29.9,5
18.44,67.44,1,250.0,9.0,49.0,5
11.85,33.75,2,300.0,9.0,21.9,5
15.23,55.13,1,285.0,6.0,39.9,5
69.21,319.11,6,5650.0,12.0,249.9,5
14.1,57.0,5,230.0,20.0,42.9,4
24.86,128.86,1,11325.0,39.0,104.0,5
16.79,66.74,6,400.0,17.0,49.95,5
17.85,77.75,3,123.0,6.0,59.9,5
7.39,21.04,1,175.0,3.0,13.65,4
17.23,87.13,3,10600.0,5.0,69.9,5
15.2,80.2,1,125.0,14.0,65.0,5
19.98,319.88,2,375.0,12.0,299.9,5
11.85,31.75,3,178.0,8.0,19.9,5
11.37,61.27,1,950.0,6.0,49.9,3
16.03,148.23,3,430.0,4.0,132.2,5
12.13,102.03,7,1850.0,8.0,89.9,2
17.95,235.7,3,1050.0,9.0,99.9,5
15.67,145.66,1,375.0,12.0,129.99,4
14.3,117.2,2,750.0,7.0,102.9,4
15.55,594.55,6,4381.0,23.0,579.0,4
11.85,39.85,1,100.0,24.0,28.0,5
16.24,103.14,3,1383.0,7.0,86.9,5
16.12,67.92,3,650.0,5.0,51.8,5
12.83,137.85,3,1600.0,11.0,125.02,5
16.86,76.76,1,350.0,27.0,59.9,5
13.59,95.58,1,900.0,12.0,81.99,4
16.11,61.11,1,800.0,33.0,45.0,1
11.73,63.73,2,2000.0,5.0,52.0,5
29.71,83.61,1,1650.0,18.0,53.9,5
19.13,211.94,8,400.0,4.0,49.95,5
22.96,211.94,8,1350.0,4.0,119.9,5
7.78,113.31,1,100.0,3.0,29.99,4
45.27,161.24,1,9750.0,14.0,115.97,1
7.78,37.68,1,250.0,3.0,29.9,5
18.23,53.22,1,100.0,18.0,34.99,5
12.61,80.51,2,207.0,12.0,67.9,4
8.27,55.52,4,200.0,4.0,19.49,3
8.87,187.87,5,7650.0,7.0,179.0,5
8.72,18.62,1,200.0,10.0,9.9,5
36.9,455.38,1,900.0,9.0,364.0,1
1.48,455.38,1,100.0,9.0,53.0,1
15.25,85.24,2,500.0,36.0,69.99,5
18.43,96.43,8,250.0,6.0,78.0,4
7.78,26.68,1,145.0,3.0,18.9,5
16.12,86.02,1,2500.0,13.0,69.9,4
12.61,81.61,4,107.0,2.0,69.0,5
16.79,35.78,1,150.0,3.0,18.99,5
15.1,40.6,1,200.0,15.0,25.5,5
7.72,73.72,3,250.0,6.0,66.0,5
15.47,201.47,4,700.0,12.0,186.0,1
18.23,44.97,1,567.0,18.0,26.74,5
7.39,27.38,1,200.0,1.0,19.99,5
15.36,87.76,2,1250.0,19.0,72.4,5
17.94,116.94,2,2250.0,15.0,99.0,5
25.58,201.14,8,1400.0,9.0,74.99,2
25.58,201.14,8,1150.0,9.0,74.99,2
60.42,328.82,6,9750.0,12.0,103.99,2
18.52,78.42,4,150.0,5.0,59.9,5
7.39,7.64,1,163.0,3.0,11.87,3
7.39,25.0,1,163.0,3.0,11.87,3
7.39,0.14,1,163.0,3.0,11.87,3
20.03,140.03,1,700.0,5.0,120.0,5
17.6,57.2,4,1600.0,7.0,39.6,5
8.1,128.09,4,100.0,2.0,119.99,5
18.51,77.51,5,450.0,13.0,59.0,3
38.4,160.3,1,1300.0,12.0,121.9,4
14.1,100.0,1,400.0,15.0,35.9,2
14.1,100.0,1,300.0,15.0,35.9,2
30.01,145.01,2,450.0,34.0,115.0,5
25.94,224.94,2,2000.0,10.0,199.0,5
23.91,512.9,1,2650.0,11.0,488.99,5
34.15,58.14,5,100.0,17.0,23.99,4
9.76,154.76,1,217.0,8.0,145.0,3
8.72,14.72,1,300.0,9.0,6.0,3
11.15,78.14,4,1217.0,10.0,66.99,4
17.63,64.62,1,175.0,11.0,46.99,4
6.19,306.11,1,550.0,9.0,59.0,5
30.92,306.11,1,2000.0,9.0,210.0,5
18.1,217.1,2,3500.0,7.0,199.0,5
19.76,318.37,3,1150.0,5.0,185.0,5
23.71,318.37,3,600.0,5.0,89.9,5
9.77,209.67,1,125.0,8.0,199.9,5
23.38,137.23,8,1050.0,12.0,113.85,5
7.78,22.68,1,300.0,4.0,39.9,4
7.78,2.32,1,300.0,4.0,39.9,4
38.08,237.08,8,586.0,24.0,199.0,5
7.79,83.69,1,238.0,6.0,75.9,5
10.96,38.96,2,200.0,7.0,28.0,5
15.1,60.0,1,400.0,10.0,44.9,5
28.95,107.95,2,6000.0,17.0,79.0,3
64.41,188.31,10,2300.0,6.0,123.9,5
13.67,173.57,10,8200.0,7.0,159.9,5
8.72,83.62,5,400.0,6.0,74.9,5
11.31,111.21,4,500.0,11.0,99.9,5
12.43,164.66,2,2600.0,4.0,69.9,5
17.67,77.57,1,1650.0,15.0,59.9,5
17.67,155.14,1,1500.0,14.0,59.9,5
73.72,372.72,3,25000.0,10.0,299.0,1
23.1,66.07,1,1200.0,5.0,42.97,5
17.93,173.49,2,2000.0,13.0,39.9,4
26.89,73.79,3,867.0,16.0,46.9,5
17.79,617.69,10,1550.0,7.0,599.9,5
22.85,62.75,1,600.0,5.0,39.9,5
16.05,22.04,1,100.0,19.0,5.99,5
7.39,117.68,1,300.0,5.0,51.45,5
9.73,229.63,10,500.0,1.0,219.9,5
14.07,163.97,3,1627.0,6.0,149.9,4
17.63,45.62,1,300.0,17.0,27.99,5
12.89,91.76,2,1600.0,7.0,78.87,5
36.96,249.7,4,1600.0,5.0,119.99,4
1.85,249.7,4,6950.0,5.0,90.9,4
14.13,183.13,1,3675.0,4.0,169.0,5
18.29,154.58,1,117.0,19.0,59.0,4
7.39,27.29,1,150.0,2.0,19.9,5
13.59,312.59,2,9300.0,7.0,299.0,5
19.0,118.9,4,3500.0,3.0,99.9,5
16.11,46.01,1,900.0,8.0,29.9,5
11.61,88.01,1,433.0,6.0,34.9,3
11.6,88.01,1,250.0,6.0,29.9,3
23.46,122.46,10,7000.0,5.0,99.0,3
15.11,37.11,1,750.0,12.0,22.0,4
29.14,135.04,6,835.0,26.0,105.9,4
19.84,265.84,4,292.0,10.0,246.0,5
19.8,99.7,5,1850.0,8.0,79.9,5
29.44,399.44,1,750.0,11.0,370.0,4
7.39,55.04,2,1110.0,6.0,47.65,5
25.63,65.53,5,200.0,6.0,39.9,2
18.29,76.79,1,200.0,20.0,58.5,4
18.57,232.72,4,850.0,7.0,99.9,4
14.35,232.72,4,900.0,7.0,99.9,4
14.98,111.78,1,1870.0,7.0,96.8,3
16.33,106.23,6,1383.0,12.0,89.9,5
14.1,36.09,3,200.0,19.0,21.99,5
7.78,35.77,3,300.0,3.0,27.99,1
29.79,228.79,5,2950.0,13.0,199.0,5
15.75,80.65,8,250.0,6.0,64.9,5
17.2,69.2,6,1250.0,12.0,52.0,5
8.72,68.72,1,500.0,4.0,60.0,4
7.55,28.45,1,100.0,1.0,20.9,4
22.13,82.12,1,200.0,16.0,59.99,5
29.26,159.25,7,1600.0,21.0,129.99,4
16.71,296.61,10,458.0,19.0,279.9,3
13.9,105.9,4,350.0,3.0,92.0,5
34.57,144.47,1,150.0,19.0,109.9,5
28.75,55.74,1,1200.0,33.0,26.99,4
14.04,163.69,5,100.0,5.0,149.65,5
8.02,118.01,3,220.0,1.0,109.99,5
31.51,305.51,10,12125.0,3.0,274.0,5
19.3,318.3,2,7300.0,2.0,299.0,5
12.79,49.79,1,700.0,7.0,37.0,5
10.96,40.96,1,100.0,10.0,30.0,3
17.42,157.32,3,10225.0,8.0,139.9,5
15.01,114.91,1,1050.0,11.0,99.9,5
105.54,444.54,9,15250.0,8.0,339.0,5
17.67,77.57,1,1750.0,9.0,59.9,3
17.67,232.71,4,1150.0,30.0,59.9,1
83.13,2223.12,6,12000.0,46.0,2139.99,5
23.52,158.51,1,1550.0,11.0,134.99,5
18.68,222.68,2,342.0,39.0,204.0,2
8.72,65.71,3,400.0,2.0,56.99,5
19.24,304.14,8,2550.0,9.0,284.9,3
20.99,70.89,1,1750.0,6.0,49.9,5
20.08,139.98,3,2650.0,28.0,119.9,1
19.82,261.82,3,1300.0,16.0,242.0,5
14.59,74.49,3,100.0,14.0,59.9,5
23.38,303.76,1,9183.0,16.0,139.94,1
20.45,303.76,1,10475.0,16.0,119.99,1
7.39,33.16,1,275.0,6.0,25.77,5
16.56,101.46,5,1450.0,9.0,84.9,5
8.36,37.26,3,300.0,1.0,28.9,5
19.15,133.15,1,850.0,6.0,114.0,5
15.79,46.79,1,275.0,11.0,31.0,4
17.63,93.26,2,200.0,9.0,29.0,5
43.39,183.29,10,1200.0,20.0,139.9,5
17.06,211.56,2,400.0,12.0,194.5,4
19.04,47.03,1,350.0,17.0,27.99,5
40.37,189.37,2,6550.0,54.0,149.0,1
14.38,107.28,1,2150.0,6.0,92.9,5
17.99,62.99,1,1450.0,16.0,45.0,5
15.24,85.23,1,500.0,11.0,69.99,5
16.34,99.7,5,600.0,11.0,83.36,5
14.86,124.85,12,950.0,5.0,109.99,1
16.79,56.69,1,150.0,22.0,39.9,5
12.13,107.41,1,1550.0,4.0,95.28,5
17.16,217.06,1,975.0,13.0,199.9,5
18.58,86.48,1,150.0,20.0,67.9,5
23.52,145.57,1,500.0,10.0,44.9,3
30.25,145.57,1,650.0,10.0,46.9,3
20.81,79.8,2,200.0,21.0,58.99,5
7.7,143.41,4,250.0,1.0,59.0,2
7.71,143.41,4,350.0,1.0,69.0,2
8.92,89.41,4,417.0,2.0,80.49,5
18.93,168.93,1,500.0,12.0,150.0,5
16.4,68.31,1,850.0,4.0,18.75,5
16.41,68.31,1,800.0,4.0,16.75,5
29.0,115.36,8,1183.0,12.0,86.36,5
7.78,61.7,5,300.0,9.0,49.9,5
19.28,199.44,1,902.0,7.0,99.0,5
19.28,273.68,3,902.0,7.0,99.0,5
18.92,135.82,5,400.0,5.0,116.9,5
12.41,211.41,2,1200.0,2.0,199.0,5
60.29,109.28,5,18050.0,6.0,248.99,5
60.29,200.0,1,18050.0,6.0,248.99,5
8.82,98.81,1,500.0,2.0,89.99,4
21.92,251.82,10,10100.0,10.0,229.9,5
14.5,124.4,6,7000.0,4.0,109.9,5
18.09,161.08,1,500.0,7.0,142.99,5
17.88,107.87,1,1850.0,31.0,89.99,1
17.67,155.14,1,1750.0,19.0,59.9,3
